,fluxes
rxn10054_c4,-0.03691732194593854
rxn09202_c2,0.011055596799485803
rxn09040_c4,0.0007131831220243178
rxn00097_c2,-32.25154475057027
rxn00191_c2,1.0792567323920317
rxn00927_c3,0.028597286341854655
rxn00802_c2,0.10612970573256195
rxn01143_c3,0.0028017468629023714
rxn05485_c3,-0.007013893222538999
rxn00543_c1,1.2068488577194965
rxn03908_c3,0.17440146980878418
rxn05610_c1,-0.2663242710022357
rxn05536_c2,1.110658469948219
rxn01100_c3,0.891083614523474
rxn05543_c2,0.03409943613789892
rxn00102_c3,-1.4647380797896592
rxn02895_c1,0.14214578867791114
rxn00409_c2,0.24816992803316093
EX_cpd11588_e0,-0.7977323135104323
rxn01255_c3,0.001426366244048626
rxn01211_c3,-1.2029555627926922
EX_cpd15606_e0,-0.2108710587315958
rxn05296_c3,0.242550357499919
rxn00798_c3,0.028597286341854655
rxn01152_c3,-0.028597286341854655
rxn09660_c3,0.0007131831220243218
rxn01151_c3,-0.028597286341854652
rxn01573_c3,-0.10402243720718633
rxn00350_c4,-0.0007131831220243216
rxn03909_c6,0.17440146980878432
rxn01508_c3,0.002801746862902371
rxn00364_c2,0.25097167489606326
rxn00423_c1,0.03489799644236925
rxn00364_c1,0.2841384652945208
rxn09037_c3,0.002139549366072951
rxn11537_c6,-0.004279098732145929
rxn39451_c3,-0.1370949272405523
rxn11535_c6,-0.004279098732145929
EX_cpd00438_e0,-0.1511021938225248
rxn05005_c1,0.0007131831220243219
rxn00172_c1,-31.441893414843616
rxn00184_c1,0.7082830040362909
rxn00199_c1,0.3672756040278109
rxn08241_c3,-0.0007131831220243218
rxn03536_c4,0.0007131831220243218
rxn09260_c4,0.16358621536167509
rxn10484_c3,0.13709492724055233
rxn09330_c4,0.5108928836562555
rxn01637_c4,-0.10612970573256196
rxn08333_c4,0.0014263662440486434
rxn02898_c4,0.0014263662440486434
rxn01333_c2,-0.587578798632482
rxn10336_c4,0.0110555967994858
rxn02988_c4,-0.0014263662440490389
rxn09039_c2,0.0007131831220243236
rxn02264_c4,0.0007131831220243218
rxn05514_c4,-0.0007131831220243218
rxn01018_c2,0.0396465679525814
rxn01301_c4,-0.0908041164571017
rxn00340_c4,0.08639800954040705
rxn01643_c4,-0.22789904369765404
rxn10122_c6,0.7053373738786439
rxn10213_c4,0.04422238719794321
rxn00248_c4,0.4429059989619804
rxn02404_c4,0.028597286341854652
rxn03146_c2,0.02859728634185465
rxn10204_c4,0.04422238719794321
rxn03893_c2,0.000713183122024321
rxn09341_c4,-0.05719457268370929
rxn02774_c4,0.0007131831220243218
rxn01018_c1,0.26380724477859613
rxn00379_c1,-33.3342179571747
rxn01513_c5,0.0028017468629023714
rxn02990_c6,-0.005705464976194576
rxn01629_c6,-0.005705464976194575
rxn08475_c2,-0.0014263662440486431
rxn05330_c1,0.07149321585463654
rxn00181_c6,0.005705464976194575
rxn00551_c6,-0.19152131881577472
rxn01127_c3,0.002801746862902371
rxn08173_c2,-2.423782460813108
rxn02341_c5,0.00142636624404893
rxn09345_c6,0.014298643170927324
rxn14415_c2,-2.220178986040424
rxn00347_c6,-0.4625805916099513
rxn05339_c1,-0.07149321585463655
rxn03182_c5,0.014298643170927324
rxn03910_c5,0.1744014698087843
rxn05342_c1,-0.05719457268370929
rxn01636_c4,0.10612970573256195
rxn00849_c5,0.014298643170927322
rxn00151_c1,0.08625327096140437
rxn00278_c1,0.009993353920623532
rxn00777_c5,0.28437344506345474
rxn03146_c1,0.028597286341854652
rxn00237_c5,0.23686229836510153
rxn01333_c1,0.43435051939842984
rxn03240_c2,-0.07149321585463661
rxn02804_c2,-0.07149321585463661
rxn01636_c3,0.10612970573256195
rxn01870_c4,0.11108262949561251
rxn03958_c2,-0.17440146980878427
rxn00165_c3,0.29202495313739435
rxn03241_c2,-0.014298643170927328
rxn06023_c4,0.0007131831220243218
rxn05746_c4,0.03622613462586137
rxn08706_c2,0.11571560305257983
rxn02286_c4,0.014298643170927326
rxn00945_c2,-0.044222387197943226
rxn00710_c3,0.07376214303561761
rxn00931_c4,-0.04155410968580803
rxn00360_c4,0.0007131831220243218
rxn00910_c3,0.10330925408516203
rxn00690_c4,0.0007131831220243218
rxn05318_c1,-0.04897050209094246
rxn01302_c5,-0.43444037327254065
rxn02405_c5,0.02859728634185465
rxn01069_c5,0.43444037327254026
rxn01917_c3,0.10612970573256193
rxn05029_c5,0.0007131831220243218
rxn00102_c2,-0.08844477439588642
rxn08224_c2,-0.0331667903984574
rxn05317_c4,0.0028017468629023706
rxn01039_c2,-0.000713183122024321
EX_cpd00099_e0,-0.004279098732145929
rxn05204_c3,-0.057727822746590655
rxn00392_c4,0.0007131831220242653
rxn09532_c2,-0.0007131831220243217
rxn05148_c2,0.0007131831220243218
rxn00747_c4,-0.18464708171142719
EX_cpd00205_e0,-0.004279098732145931
rxn01792_c2,0.15153176396111306
rxn01361_c2,0.0396465679525814
EX_cpd00058_e0,-0.004279098732145931
rxn00029_c4,0.002852732488097287
rxn00495_c2,0.002139549366072964
EX_cpd00034_e0,-0.004279098732145931
rxn01790_c2,0.15153176396111306
rxn00541_c2,0.26693667914266606
rxn06777_c4,0.014298643170927328
rxn04043_c5,-0.7010110026390226
rxn05310_c2,0.001426366244012142
rxn00959_c2,0.000713183122024321
rxn08231_c2,-0.033166790398457394
rxn00288_c3,0.9895516855301542
rxn00239_c4,0.0007131831220243217
bio7,0.4457281235193763
rxn00533_c4,0.08844477439588641
rxn00946_c6,-0.08844477439588644
rxn02832_c6,-0.0014263662440486434
rxn03904_c6,0.014298643170927326
rxn00409_c6,0.24816992803316096
rxn01517_c4,0.07376214303561755
rxn02831_c6,0.0014263662440486434
rxn00799_c1,-0.24257002943427852
rxn01258_c6,0.0014263662440486434
rxn05295_c6,0.08520832989757919
rxn02405_c1,0.02859728634185465
rxn00840_c6,-0.0028017468629023714
rxn09234_c4,-0.07376214303561755
rxn01512_c4,0.0028017468629023714
rxn03901_c6,0.014298643170927324
rxn02285_c1,-0.014298643170927326
rxn05457_c5,-0.05719457268370928
rxn03408_c5,0.014298643170927326
rxn01673_c5,0.0028017468629023714
rxn05029_c1,0.0007131831220243218
rxn00559_c1,-0.2663242710022357
rxn40037_c3,0.1370949272405523
rxn09345_c2,0.014298643170927324
rxn05029_c2,0.0007131831220243218
rxn00690_c5,0.0007131831220243218
rxn01302_c2,-0.3577407955997678
rxn01069_c2,0.35774079559976774
rxn00105_c2,0.001426366244012142
rxn00451_c2,-0.00427909873214593
rxn02285_c2,-0.014298643170927326
rxn08703_c2,-0.004279098732145931
rxn00114_c3,0.28602155450074157
rxn08311_c5,0.044222387197943205
rxn01117_c4,-0.028597286341854652
rxn09210_c5,0.011055596799485801
rxn00285_c5,0.0057054649761945735
rxn00910_c4,-0.0007131831220243218
rxn00797_c6,0.002801746862902371
rxn05293_c4,0.1744014698087845
rxn03439_c3,0.014298643170927326
rxn06510_c5,-0.014298643170927328
rxn03084_c3,0.19302343392595842
rxn02186_c5,0.15153176396111304
rxn00278_c4,0.8156805442997188
rxn05294_c1,0.005423040360423195
rxn01459_c3,0.0014263662440486258
rxn03907_c1,0.17440146980878427
rxn12642_c3,0.03409943613789892
rxn01332_c3,0.0014263662440486258
rxn00785_c3,0.09011716419056368
rxn02929_c5,-0.1370949272405523
rxn03826_c6,0.0014263662440486434
rxn00693_c3,-0.10402243720718636
rxn00006_c6,-0.07092821407092932
rxn01019_c5,0.10612970573256196
rxn03909_c3,0.17440146980878415
rxn10570_c4,0.004279098732145919
rxn01505_c4,0.05719457268370929
rxn09942_c3,-0.005603493725804743
rxn03537_c4,0.0007131831220243217
rxn09041_c3,0.0007131831220243219
rxn02465_c4,-0.10612970573256196
rxn05119_c4,0.0014263662440490387
rxn03130_c4,0.014298643170927324
rxn00275_c3,-0.7148674206086272
rxn02402_c4,-0.0014263662440490389
rxn10094_c4,0.0007131831220243218
rxn09657_c4,0.0007131831220243217
rxn09037_c2,0.0021395493660729646
rxn00440_c4,0.0007131831220243218
rxn03150_c4,0.0007131831220243217
rxn08241_c2,-0.0007131831220243218
rxn03538_c4,0.0007131831220243218
rxn01213_c4,0.016438192537000317
rxn05520_c4,0.0007131831220243218
rxn00770_c1,-1.3274207314301931
rxn09450_c4,0.15993799025052305
rxn02011_c3,0.014298643170927324
rxn07466_c6,-0.014298643170927328
rxn00650_c4,-0.0007131831220243216
rxn00175_c1,33.693149718958864
rxn03408_c6,0.014298643170927326
rxn01361_c1,0.26380724477859613
rxn05457_c6,-0.0571945726837093
rxn08352_c3,0.016438192537000275
rxn00260_c1,-0.8219736855104356
rxn03239_c6,0.07149321585463662
rxn03136_c1,0.1421457886779112
rxn00774_c3,0.19302343392595842
rxn10053_c2,0.015109793326288349
rxn01961_c1,0.06052956960949305
rxn00278_c5,0.1328664708680219
rxn02285_c5,-0.014298643170927322
rxn00114_c2,0.14577627368514337
rxn01387_c1,0.3672756040278109
rxn06865_c4,-0.014298643170927326
rxn01870_c2,0.0221111935989716
rxn03181_c3,0.014298643170927326
rxn02937_c1,0.14214578867791117
rxn05315_c5,-0.0007131831220243218
rxn08088_c1,0.08844477439588641
rxn04113_c4,0.1579632772717841
rxn02803_c2,0.014298643170927328
rxn12846_c3,0.06647474348230878
rxn05294_c5,0.005423040360423195
rxn00350_c1,-0.0007131831220243216
rxn07466_c2,-0.014298643170927324
rxn06510_c2,-0.014298643170927328
rxn00337_c3,0.22789904369765404
rxn05222_c3,0.02030640578998479
rxn02284_c3,-0.014298643170927324
rxn00856_c3,0.0014263662440486254
rxn01204_c3,0.0014263662440486258
rxn09532_c3,-0.0007131831220243218
rxn10626_c3,0.0014263662440486258
rxn00365_c2,0.036917321945938546
rxn04784_c3,0.19302343392595842
rxn05319_c3,16.26402821203816
rxn43657_c3,0.0007131831220243218
rxn03164_c6,0.014298643170927328
rxn05469_c3,-1.8350552045538893
rxn03240_c4,-0.07149321585463661
rxn05536_c6,0.15971617185492418
rxn00555_c4,0.19686558394988288
rxn06729_c6,0.028597286341854652
rxn05559_c3,2.0484354521785
rxn05195_c3,0.0007131831220243216
rxn04954_c1,-0.004992281854170252
rxn00612_c2,-0.1877586023903474
rxn01512_c1,0.0028017468629023714
rxn05006_c1,0.0007131831220243219
rxn05466_c2,-0.6751827801303314
rxn05331_c1,0.07149321585463661
rxn00193_c3,0.014298643170927326
rxn00533_c1,1.1222188471239836
rxn05595_c2,0.0014263662440486436
rxn02476_c1,0.0014263662440486442
rxn05005_c2,0.0007131831220243218
rxn00770_c2,0.024914020898664808
rxn00459_c2,-0.269088225143995
rxn05315_c2,-0.0007131831220243218
rxn05294_c2,0.005423040360423195
rxn03907_c2,0.17440146980878427
rxn01213_c2,0.01643819253700029
rxn00313_c2,0.122796284069625
rxn06865_c1,-0.014298643170927326
rxn09003_c6,0.0007131831220243217
rxn04113_c1,0.157963277271784
rxn09004_c6,-1.03066359607423
rxn00903_c1,-0.151531763961113
rxn02213_c1,0.001426366244048644
rxn00105_c5,0.0014263662440816402
EX_cpd00039_e0,-0.09732722372397104
rxn00179_c5,0.10612970573256196
rxn05654_c5,-0.4801626707902836
rxn01022_c2,0.06584259851086786
rxn02154_c2,-35.14804468905194
rxn00941_c2,0.029842340380204998
rxn00171_c5,0.8941200982092198
rxn01646_c2,-0.029842340380205
rxn00686_c5,-0.0021395493660729616
rxn01671_c2,0.029842340380204998
rxn03147_c6,0.10950007170040779
rxn06075_c5,-0.0028017468629023714
rxn01116_c6,0.19454379580356912
rxn09176_c5,-1.2350860184560555
rxn03181_c4,0.014298643170927326
rxn05289_c5,0.008405240588707114
rxn05297_c2,0.38895620461418096
rxn00711_c6,-0.002801746862902371
rxn02331_c4,-0.028597286341854652
rxn12846_c4,0.06790110972635742
rxn00117_c5,0.03684482108967905
rxn09039_c5,0.000713183122024322
rxn00337_c4,0.22789904369765404
rxn05616_c3,-0.0007131831220243218
rxn05651_c3,-10.85586156271573
rxn04455_c6,-0.0014263662440486434
rxn05319_c2,-6.946490763596428
rxn04970_c6,0.0014263662440486431
rxn14383_c6,-0.0014263662440486431
rxn01261_c6,0.8376133301398384
rxn10663_c4,-0.159937990250523
rxn02229_c4,-0.03489799644236925
rxn05297_c4,0.3960880358344243
rxn00134_c4,0.04897050209092792
rxn05160_c6,0.02579553947895228
rxn05469_c2,-0.3780406944819679
rxn05543_c3,0.03409943613789892
rxn02341_c4,0.0014263662440487845
rxn05341_c1,-0.07149321585463655
rxn00949_c3,0.10402243720718636
rxn00037_c6,0.4188066650699193
rxn02293_c6,0.8376133301398385
rxn12850_c3,0.06647474348230878
rxn00803_c6,0.8376133301398385
rxn12851_c3,0.05262861679264591
rxn05231_c6,0.0028017468629023714
rxn05544_c3,0.16149339699016224
rxn00743_c1,0.08503895447485531
rxn05536_c3,0.15971617185492415
rxn08130_c1,0.0007131831220243222
rxn12642_c1,0.03409943613789892
rxn02898_c6,0.0014263662440486434
rxn00126_c5,0.0007131831220243209
rxn08333_c6,0.0014263662440486434
rxn03147_c3,0.19302343392595842
rxn03843_c3,0.014298643170927326
rxn01116_c3,-0.1788079621370787
rxn02937_c5,0.046119148749402816
rxn05543_c6,0.034099436137898925
rxn08017_c3,0.04422238719794321
rxn00175_c5,0.3866103729212385
rxn12512_c3,0.0014263662440488275
rxn01332_c1,0.0014263662440486442
rxn00260_c5,-0.30726810051572395
rxn00785_c1,-0.4329241531543812
rxn02803_c5,0.014298643170927328
rxn00461_c5,0.014298643170927322
rxn00649_c3,0.034897996442369295
rxn00693_c1,0.004279098732145931
rxn00239_c6,0.05844100586861495
rxn06060_c6,-0.14185642814185864
rxn03084_c1,0.14214578867791117
rxn03439_c1,0.014298643170927326
rxn00350_c5,-0.0007131831220243216
rxn01637_c2,-0.10612970573256197
rxn02404_c2,0.028597286341854652
rxn01644_c2,0.1370949272405523
rxn00616_c4,0.07499081845986372
rxn06723_c4,-0.028597286341854645
rxn01465_c2,-0.039646567952581396
rxn01629_c4,-0.005705464976194574
rxn00777_c4,0.008106062536569295
rxn01013_c4,0.0889714358966409
rxn00313_c4,0.122796284069625
rxn01643_c2,-0.4948357228403201
rxn02897_c4,0.0007131831220243218
rxn02056_c4,-0.0007131831220243218
rxn02831_c4,0.0014263662440486434
rxn01258_c4,0.0014263662440486436
rxn12933_c6,-0.014298643170927328
rxn08153_c3,-0.10612970573256199
rxn02832_c4,-0.0014263662440486436
rxn11537_c3,-0.004279098732145916
rxn08233_c4,0.0003565915610121608
rxn02176_c6,-0.0007131831220243373
bio5,0.4457281235193763
rxn00898_c5,0.15153176396111304
rxn11535_c3,-0.004279098732145916
rxn05491_c3,-0.028597286341861226
rxn06023_c6,0.0007131831220243218
rxn00839_c3,0.0028017468629023714
rxn00258_c6,-0.08844477439588641
rxn10336_c5,0.0110555967994858
rxn01127_c4,0.002801746862902371
rxn00121_c3,-0.0007131831220243128
rxn10204_c6,0.04422238719794321
rxn44357_c3,0.5136681134720166
rxn08706_c6,0.15993799025052308
rxn00872_c6,-0.5548389665665725
rxn00832_c6,-0.10950007170040779
rxn00916_c6,0.057727822746590635
rxn10663_c6,-0.15993799025052308
rxn14412_c3,0.0007131831220243218
rxn09450_c6,0.15993799025052308
rxn01669_c6,-0.0014263662440473256
rxn09532_c6,-0.0007131831220243217
rxn03393_c4,0.0007131831220243179
rxn00650_c6,-0.0007131831220243216
rxn05514_c3,-0.0007131831220243218
rxn05468_c3,0.000713183122024322
rxn05467_c3,1.2683313109940277
rxn05616_c1,-0.0007131831220243218
rxn05297_c1,-0.7753385298020423
rxn01859_c1,0.13709345950801297
rxn08350_c3,3.6937372150863
rxn08689_c3,0.06912444076481705
rxn09260_c3,-0.5192716071978212
rxn09330_c3,-5.168651569319967
rxn01673_c3,0.0028017468629023714
rxn08333_c3,0.0014263662440486265
rxn00839_c5,0.0028017468629023714
rxn02898_c3,0.0014263662440486293
rxn10336_c3,0.0110555967994858
rxn05651_c1,0.0007131831220243218
rxn01739_c3,0.0014263662440486258
rxn00060_c3,0.0007131831220243218
rxn02264_c3,0.0007131831220243218
rxn05233_c3,0.0028017468629023714
rxn00340_c2,0.08639800954040705
rxn05006_c2,0.0007131831220243218
rxn04113_c2,0.157963277271784
rxn01388_c1,-0.36727560402781084
rxn05204_c2,0.057727822746590655
rxn03182_c4,0.014298643170927324
rxn00461_c2,0.014298643170927326
rxn00763_c2,-0.0221111935989716
rxn03136_c2,0.015109793326288347
rxn01446_c1,-0.06052956960949303
rxn01513_c4,0.0028017468629023714
rxn02937_c2,0.01510979332628835
rxn06510_c4,-0.014298643170927328
rxn03137_c2,0.0151097933262858
rxn14415_c5,-3.8005485685740585
rxn00541_c1,-0.09080411645710167
rxn00225_c2,-0.6585394520885914
rxn12643_c5,0.1614933969901622
rxn00145_c3,-14.490473375260127
rxn00904_c5,-0.15153176396111306
rxn00141_c1,0.004279098732145931
rxn01200_c1,-0.43435051939842984
rxn01517_c5,-0.0028017468629023714
rxn03159_c5,0.014298643170927324
rxn05465_c3,0.04422238719794321
rxn05148_c3,0.0007131831220243218
rxn00763_c1,0.0960945512743411
rxn01434_c1,0.10612970573256195
rxn12512_c4,0.0014263662440487847
rxn06077_c3,0.005603493725804743
rxn00533_c5,0.08844477439588641
rxn00710_c6,0.07656388989851998
rxn01300_c5,0.43444037327254026
rxn02154_c3,-1.0455255225426834
rxn00910_c5,0.10330925408516202
rxn00934_c3,1.605951035132101
rxn01117_c5,-0.028597286341854652
rxn00331_c3,1.6059510351321011
rxn01265_c4,-0.0007131831220243217
rxn08333_c2,0.0014263662440486434
rxn05488_c2,0.44134878561687463
rxn00097_c3,-0.5684452117797114
rxn02523_c6,-0.8376133301398386
rxn05559_c2,-1.7665756336535188
rxn05195_c2,0.0007131831220243216
rxn00912_c1,0.017116394928583707
rxn08043_c6,0.10402243720718635
rxn00100_c3,0.0007131831220245055
rxn03436_c3,0.10402243720718633
rxn00122_c1,0.0007131831220243104
rxn05560_c3,-0.037099271820242995
rxn02341_c6,0.001426366244048659
rxn08032_c2,1.609752916708973
rxn08350_c2,1.3428162375663069
rxn00478_c6,0.5548389665665725
rxn00781_c3,-0.8910836145234738
