,fluxes,fluxes,fluxes
rxn00392_c1,0.0007131831220243309,0.0007131831220243278,0.0007131831220243193
rxn08233_c5,0.00035659156101216377,0.0003565915610121638,0.0003565915610121607
bio6,0.44572812351937996,0.44572812351938,0.44572812351937596
rxn08043_c2,0.10402243720718718,0.10402243720718722,0.10402243720718624
rxn00747_c1,0.08844477439588712,0.08844477439588716,0.08844477439588638
EX_cpd15606_e0,-0.052628616792646354,-0.052628616792646354,-0.052628616792645855
EX_cpd15605_e0,-0.6676970098332825,-0.6676970098332825,-0.6676970098332762
EX_cpd00393_e0,-0.012837296196437847,-0.012837296196437883,-0.012837296196437859
rxn00029_c1,0.00285273248809731,0.002852732488097311,0.0028527324880972854
rxn02341_c2,0.0014263662440487709,0.0014263662440484471,0.0014263662440484842
EX_cpd11590_e0,-0.6505088182401374,-0.5478294852727909,-0.5478294852727901
EX_cpd00264_e0,-0.004279098732145965,-0.0042790987321459665,-0.004279098732145927
EX_cpd11583_e0,-4.19146098859012,-3.4874996421400994,-2.837150190691928
EX_cpd00007_e0,-0.0007131831220243274,-0.0007131831220243279,-0.0007131831220243208
EX_cpd11584_e0,-0.20459661682739524,-0.15612516644104035,-0.1896555533431021
rxn02186_c2,0.1515317639611143,0.15153176396111434,0.15153176396111295
rxn07466_c3,-0.014298643170927444,-0.014298643170927444,-0.014298643170927314
rxn07466_c4,-0.014298643170927447,-0.014298643170927444,-0.014298643170927314
rxn01504_c4,-3.222500606649139,-2.518539260199119,-1.8681898087509554
rxn02889_c4,3.222500606649139,2.5185392601991192,1.8681898087509554
rxn05294_c4,0.005423040360423241,0.005423040360423241,0.005423040360423193
rxn05595_c4,0.001426366244048655,0.0014263662440486555,0.0014263662440486423
rxn00290_c4,-0.005705464976194621,,
rxn00770_c4,-12.758903035043582,-3.216413026400516,-2.111827575480912
rxn00907_c4,-0.10421527040401839,-0.12809754544596172,-0.1280975454459649
rxn03435_c1,-0.10402243720718718,-0.10402243720718723,-0.10402243720718626
rxn01366_c1,0.17735233111101795,0.25083716966898817,0.2961654844368914
rxn03164_c5,0.014298643170927447,0.014298643170927444,0.014298643170927315
rxn00555_c1,1.050678581322064,1.044016345374901,1.050678581321873
rxn01100_c6,-0.0976701058971778,-0.09767010589715287,
rxn02175_c1,0.000713183122024236,0.0007131831220245514,0.0007131831220242334
rxn05317_c1,0.24068364758341387,0.31416848614138415,0.3594968009092867
rxn05255_c1,0.002139549366072944,0.0021395493660729837,0.00213954936607297
rxn00256_c5,-0.39038257085859535,-0.5303908352645369,-0.7009663508527751
rxn03004_c5,-0.07694639208358774,-0.15164055487220762,-0.10885379560990281
rxn04783_c1,0.0007131831220243275,,
rxn06729_c5,0.02859728634185489,0.02859728634185489,0.02859728634185463
rxn01575_c1,-0.10402243720718718,-0.10402243720718722,-0.10402243720718626
rxn05317_c3,0.0028017468629023953,0.002801746862902394,0.0028017468629023706
rxn05150_c1,0.0007131831220243275,0.0007131831220243278,0.0007131831220243211
rxn01315_c1,0.05262861679264635,0.05262861679264636,0.05262861679264586
rxn12643_c6,0.1614933969901636,0.16149339699016355,0.16149339699016207
rxn09562_c1,0.055639259005713045,0.055639259005713045,0.055639259005712545
rxn03908_c6,0.17440146980878585,0.17440146980878585,0.1744014698087842
rxn02286_c2,0.014298643170927446,0.01429864317092744,0.014298643170927317
rxn05465_c2,0.414660651956896,0.41466065195689594,0.41466065195689217
rxn00293_c3,0.05719457268370979,0.057194572683709775,0.05719457268370925
rxn00611_c2,-0.06633358079691537,-0.06633358079691537,-0.0663335807969148
rxn01106_c2,0.41228579952096345,0.4456671970668696,0.4122287540670995
rxn03241_c6,-0.014298643170927428,-0.014298643170927494,-0.014298643170927288
rxn00337_c2,0.42936387027201106,0.42936387027201117,0.4336429690041531
rxn12846_c2,0.12052972651900433,0.12052972651900433,0.12052972651900323
rxn00737_c1,0.10402243720718717,0.10402243720718725,0.10402243720718628
EX_cpd00118_e0,-0.009271380586316259,-0.009271380586316167,-0.00927138058631598
rxn01117_c2,-0.028597286341854895,-0.02859728634185489,-0.028597286341854627
rxn10054_c3,-0.036917321945938886,,-0.03691732194593861
rxn03893_c5,0.0007131831220243274,0.0007131831220243279,0.000713183122024321
rxn00763_c6,-0.022111193598971967,,
rxn00350_c3,-0.0007131831220243275,-0.0007131831220243276,-0.0007131831220243211
rxn00304_c5,1.344899168022703,3.0552803918700127,4.138750880868118
rxn05199_c1,0.0951849474866925,0.16866978604466326,0.21399810081256673
rxn05618_c3,0.0007131831220243275,0.0007131831220243278,0.0007131831220243211
rxn00710_c2,0.07656388989852068,0.07656388989852068,0.07656388989851998
rxn00777_c1,1.0799890507859415,1.0733268148387805,1.0799890507857517
rxn08429_c3,-0.374185502106017,-0.15752939621579226,-0.08083204108561803
rxn00260_c3,-0.8942329166544484,-0.8370939222682782,-0.7159924107495873
rxn01740_c1,-0.0014263662440486564,-0.0014263662440486566,-0.0014263662440486423
rxn00461_c3,0.014298643170927449,0.014298643170927442,0.014298643170927312
rxn03136_c3,0.16442614758410795,0.06207739765282281,
rxn05327_c1,-0.07149321585463558,-0.07149321585463708,-0.07149321585463655
rxn01018_c5,0.07656388989852064,0.07656388989852071,0.07656388989851999
rxn01387_c3,0.38895620461418445,0.3889562046141844,0.3889562046141813
rxn12636_c6,0.15971617185492545,0.15971617185492543,0.15971617185492396
rxn08801_c1,-0.0884447743958883,-0.08844477439588716,-0.08844477439588638
rxn12850_c1,0.1191033602749557,0.11910336027495572,0.1191033602749546
rxn02331_c2,-0.028597286341854898,-0.028597286341854888,-0.028597286341854627
rxn02937_c3,0.16442614758410792,0.06207739765282281,
rxn03146_c5,0.028597286341854895,0.02859728634185489,0.02859728634185463
rxn01674_c6,-0.002801746862902395,-0.0028017468629023944,-0.00280174686290237
rxn00495_c5,0.001426366244048648,0.0014263662440486607,0.0014263662440486427
rxn01792_c6,-0.0014263662440499622,-0.0014263662440481572,-0.0014263662440493928
rxn00452_c6,0.1461183288645376,0.14611832886453774,0.14183923013239028
rxn08224_c3,-0.03316679039845768,-0.03316679039845768,-0.033166790398457394
EX_cpd00137_e0,0.5774701363594926,0.4486465302297094,0.3091574137504961
rxn00970_c3,-0.0007131831220243274,-0.0007131831220243279,-0.0007131831220243204
rxn00949_c6,0.1040224372071872,0.1040224372071872,0.10402243720718629
rxn01138_c2,-0.024485251045466578,-0.05334916241875865,-0.053349162418752476
rxn09041_c2,0.0007131831220243273,0.0007131831220243274,0.0007131831220243211
rxn00182_c1,-4.133467944976266,-4.143461298896877,-2.8423128255306405
rxn00121_c2,-0.000713183122024327,-0.000713183122024339,-0.0007131831220243044
rxn05536_c1,0.055693734647738226,0.05569373464773823,0.05569373464773772
rxn03910_c1,0.17440146980878582,0.17440146980878576,0.17440146980878418
rxn00029_c5,0.0028527324880973097,0.0028527324880973106,0.0028527324880972846
rxn01673_c4,0.002801746862902395,0.0028017468629023944,0.00280174686290237
rxn05559_c4,0.10350208728199302,0.1273843623239392,0.12738436232394454
rxn00237_c1,0.055639259005713045,0.05563925900571306,0.05563925900571253
rxn01301_c5,-0.5907869058601064,,-0.5138405137766694
rxn05544_c1,0.16149339699016352,0.16149339699016357,0.1614933969901621
rxn01643_c5,-0.7278818331006598,-0.6752770107478269,-0.6509354410171002
rxn19704_c4,-0.17440146980878576,-0.17440146980878576,-0.17440146980878418
rxn03408_c3,0.014298643170927447,0.014298643170927446,0.014298643170927315
rxn08311_c1,0.04422238719794357,0.04422238719794359,0.04422238719794319
rxn00423_c4,0.011015721400425744,0.034897996442369274,0.034897996442371036
rxn05469_c4,-0.8886777271070371,-2.5825073409786627,-1.932157889530531
rxn01484_c1,-0.22877829073483916,-0.17158371805112932,-0.05719457268370926
rxn00747_c5,0.8681769254949806,2.5444587132043863,3.647087574856123
rxn00285_c1,0.00570546497619462,0.00570546497619462,0.005705464976194572
rxn03239_c4,0.07149321585463722,0.07149321585463723,0.07149321585463657
rxn05488_c4,-19.171706823494155,-27.364015165287032,-29.037284450566776
rxn05457_c4,-0.05719457268370978,-0.05719457268370978,-0.057194572683709255
rxn03239_c3,0.07149321585463722,0.07149321585463723,0.07149321585463657
rxn05543_c1,0.03409943613789921,0.02410608221727602,0.03409943613789396
EX_cpd00205_e0,-0.004279098732145966,-0.0042790987321459665,-0.0042790987321459275
rxn01333_c6,-0.7585488247660725,-2.492959813382913,-3.6217583940755627
rxn05315_c6,-0.0007131831220243275,-0.0007131831220243278,-0.0007131831220243211
EX_cpd00220_e0,-0.008558197464291754,-0.008558197464291895,-0.008558197464292112
rxn00656_c6,0.001426366244049962,0.0014263662440481574,0.0014263662440493928
rxn03901_c4,0.014298643170927444,0.014298643170927444,0.014298643170927317
EX_cpd00128_e0,-0.05495036692142653,-0.1364191006475717,-0.17679657014114836
rxn10052_c4,-0.0570146396245668,-0.05701463962456681,
EX_cpd00058_e0,-0.004279098732145965,-0.0042790987321459665,-0.0042790987321459275
rxn00946_c4,-0.08844477439588715,-0.08844477439588716,-0.0884447743958864
EX_cpd00034_e0,-0.004279098732145965,-0.0042790987321459665,-0.0042790987321459275
rxn00105_c6,0.0014263662440482056,0.0014263662440462245,0.001426366244049753
rxn00114_c4,0.10612970573256283,0.10612970573256283,0.10612970573256189
EX_cpd00063_e0,-0.004279098732145965,-0.0042790987321459665,-0.0042790987321459275
rxn00940_c4,-12.761042584409655,-3.218552575766587,-2.1139671248469813
rxn00941_c4,12.761042584409655,3.218552575766587,2.1139671248469813
rxn03164_c4,0.014298643170927447,0.014298643170927444,0.014298643170927315
rxn01315_c4,0.05191543367062202,0.05191543367062203,0.05191543367062154
rxn01039_c4,-0.0007131831220243274,-0.0007131831220243276,-0.0007131831220243229
rxn01116_c4,-0.020966679219970055,-0.020966679219967,-0.020966679219965288
rxn00461_c4,0.014298643170927447,0.014298643170927442,0.014298643170927317
rxn00260_c4,-3.6803882841153284,-10.381549837546022,-15.75626793638827
rxn09210_c3,0.011055596799485893,0.011055596799485897,0.011055596799485794
rxn00285_c3,0.005705464976194619,0.005705464976194621,0.00570546497619457
rxn00424_c3,1.0801741298376681,0.6127456680801261,0.44424151956379004
rxn00126_c3,0.0007131831220243275,0.0007131831220243269,0.0007131831220243214
rxn00175_c4,8.815684132428435,,
rxn02803_c4,0.014298643170927444,0.014298643170927444,0.014298643170927315
rxn01629_c6,-0.005705464976194619,-0.00570546497619462,-0.00570546497619457
rxn00530_c1,0.0007131831220243274,0.000713183122024328,0.0007131831220243214
rxn09202_c1,0.011055596799485892,0.011055596799485897,0.011055596799485793
rxn11267_c1,-0.0028017468629023996,-0.0028017468629023884,-0.002801746862902363
rxn00849_c1,0.014298643170927447,0.01429864317092744,0.014298643170927317
rxn02929_c2,-0.1370949272405535,-0.13709492724055344,-0.13709492724055217
rxn09210_c1,0.011055596799485893,0.011055596799485897,0.011055596799485794
rxn01644_c4,0.2168010595190546,,
rxn00126_c1,0.004992281854170293,0.004992281854170295,0.004992281854170248
rxn00916_c1,0.05492607588368872,0.05492607588368872,0.054926075883688225
rxn00239_c5,0.05844100586861545,0.05844100586861547,0.05844100586861491
rxn01019_c2,0.10612970573256285,0.10612970573256283,0.10612970573256189
rxn01518_c1,0.0056034937258047915,0.005603493725804925,0.005603493725804739
rxn10954_c1,0.08844477439588876,0.08844477439588716,0.08844477439588638
rxn00970_c1,-0.0007131831220243274,-0.000713183122024328,-0.0007131831220243212
rxn03130_c5,0.014298643170927447,0.014298643170927446,0.014298643170927315
rxn02914_c2,-0.12667117920191354,-0.12667117920191323,-0.09177318275954319
rxn01791_c5,0.0014263662440486677,0.0014263662440482943,0.0014263662440489697
rxn01508_c1,0.0028017468629023996,0.0028017468629023884,0.002801746862902363
rxn00686_c2,-0.004941296228975378,-0.004941296228975378,-0.004941296228975333
rxn00283_c1,0.04289592951278234,0.04289592951278233,0.04289592951277673
rxn09232_c2,0.002801746862902395,0.002801746862902395,0.00280174686290237
rxn03159_c1,0.014298643170927447,0.014298643170927446,0.014298643170927315
rxn00154_c3,-3.1667507537967037,-9.9379403852719,-15.874018855255308
rxn05340_c1,-0.07149321585463557,-0.07149321585463707,-0.07149321585463655
rxn48583_c3,9.086192932727155,10.691839740693576,9.48675597809214
rxn08173_c3,6.481913442505015,9.488035490116788,12.935245725677602
rxn00131_c5,-0.030465115875959965,-0.08306993822881306,-0.1066983248375139
rxn02897_c6,0.0007131831220243275,0.0007131831220243278,0.0007131831220243211
rxn02056_c6,-0.0007131831220243275,-0.0007131831220243278,-0.0007131831220243211
rxn06076_c6,-0.002801746862902395,-0.0028017468629023944,-0.0028017468629023697
EX_cpd00048_e0,0.10267933296734473,,
rxn00130_c5,-0.018505386214972285,,
rxn00856_c2,0.0014263662440486546,0.001426366244048655,0.0014263662440486427
rxn00119_c6,0.011049281610726856,0.011049281610726873,0.011049281610726762
rxn01204_c2,0.0014263662440486549,0.0014263662440486553,0.0014263662440486425
rxn00690_c2,0.0007131831220243275,0.0050918434498567955,0.0007131831220243193
rxn10626_c2,0.0014263662440486553,0.0014263662440486555,0.0014263662440486427
rxn09345_c1,0.014298643170927447,0.014298643170927444,0.014298643170927317
rxn05296_c6,0.24255035749992102,0.24255035749992102,0.2425503574999188
rxn01466_c6,0.01643819253700043,0.016438192537000428,0.01643819253700028
rxn05310_c6,0.31411858704676165,0.19931685778867098,0.3940152675423997
rxn00542_c2,9.67490536923062,12.495697459621784,12.913472527111296
rxn02287_c6,0.0007131831220243275,0.0007131831220243276,0.0007131831220243212
rxn09037_c1,0.0021395493660729833,0.002139549366072984,0.002139549366072963
rxn10199_c6,0.014298643170927444,0.014298643170927444,0.014298643170927317
rxn01211_c6,0.11021325482248108,0.11021325482247048,0.11021325482244608
rxn01917_c6,0.10612970573256288,0.10612970573256286,0.10612970573256188
rxn05255_c6,0.0021395493660729802,0.0021395493660730813,0.0021395493660729225
rxn00527_c6,-0.051915433670622034,-0.05191543367062202,-0.05191543367062155
rxn03130_c6,0.014298643170927447,0.014298643170927446,0.014298643170927315
rxn03182_c6,0.014298643170927447,0.014298643170927444,0.014298643170927317
rxn00650_c2,-0.0007131831220243276,-0.0007131831220243276,-0.0007131831220243211
rxn00914_c2,0.05772782274659112,,
rxn06075_c6,-0.0028017468629023953,-0.002801746862902395,-0.0028017468629023693
rxn03437_c2,0.1040224372071872,0.10402243720718722,0.10402243720718624
rxn03395_c6,0.0007131831220243274,0.0007131831220243275,0.000713183122024321
bio7,0.44572812351937996,0.44572812351938,0.4457281235193759
rxn05325_c2,-0.07149321585463722,-0.07149321585463721,-0.07149321585463661
rxn05578_c5,-0.5808224556153835,-0.29461275270087894,-0.29461275270088577
rxn00533_c3,0.08844477439588716,0.08844477439588724,0.08844477439588648
rxn03904_c6,0.014298643170927447,0.014298643170927446,0.014298643170927315
rxn05144_c6,0.0007131831220243275,0.0007131831220243278,0.0007131831220243211
rxn03397_c1,0.0007131831220243276,0.0007131831220243276,0.0007131831220243212
rxn01961_c3,0.05772782274659112,,
rxn08527_c3,0.11973797266390357,0.9496083970643648,0.9496083970643564
rxn12933_c4,-0.014298643170927446,-0.014298643170927444,-0.014298643170927315
rxn08528_c3,0.0014263662440486555,0.0014263662440485623,0.001426366244048365
rxn00085_c6,-0.49575389152995364,-0.903078383570921,-0.9073574823030145
rxn09042_c4,0.0007131831220243275,0.0007131831220243278,0.0007131831220243218
rxn00503_c4,-0.0793099245005073,-0.07930992450050729,-0.07930992450050656
rxn12643_c1,0.16149339699016355,0.16149339699016355,0.16149339699016207
rxn03908_c1,0.17440146980878585,0.17440146980878576,0.17440146980878415
rxn01352_c4,-0.05772782274659111,-0.057727822746591134,-0.057727822746590586
rxn02476_c3,0.0014263662440486557,0.0014263662440485623,0.0014263662440484463
rxn13850_c4,-0.05719457268370978,-0.05719457268370978,-0.057194572683709255
rxn01100_c1,-0.2610666802123096,-0.25773556223872895,-0.2610666802122174
rxn00831_c1,0.024485251045466574,0.0979700896034411,0.14329840437137104
rxn01352_c1,-0.002801746862902395,-0.0028017468629023944,-0.00280174686290237
rxn01255_c1,0.001426366244048656,0.0014263662440486566,0.0014263662440486423
rxn05296_c1,0.24255035749992102,0.24255035749992102,0.24255035749991882
rxn05485_c1,-0.17158371805112935,-0.11438914536741954,
rxn00410_c5,0.036917321945938886,0.03691732194593896,0.03691732194593859
rxn01333_c5,-0.07085756139996964,-0.08222404011260133,-0.07583791589473304
rxn05346_c2,0.07149321585463722,0.07149321585463717,0.07149321585463664
rxn08017_c2,0.08844477439588717,0.08844477439588715,0.0884447743958864
rxn12510_c5,0.001426366244048664,0.0014263662440483083,0.0014263662440489695
rxn03909_c6,0.1744014698087858,0.1744014698087858,0.17440146980878424
rxn12512_c2,0.0014263662440487858,0.0014263662440484573,0.0014263662440484842
rxn01388_c6,-0.0007131831220243278,-0.001426366244048655,-0.0014263662440486425
rxn01313_c1,0.05262861679264635,0.052628616792646354,0.05262861679264586
rxn05195_c4,0.0007131831220243275,0.0007131831220243276,0.0007131831220243212
rxn02989_c4,-0.0014263662440492243,-0.0014263662440468256,-0.0014263662440446427
rxn14207_c1,-0.1632347237931215,-0.16323472379312148,-0.16323472379312
rxn01300_c3,0.09080411645710247,0.12435900865963043,0.1200799099274797
rxn01790_c1,-0.001426366244048564,-0.0014263662440488789,-0.0014263662440485542
rxn12643_c3,0.16149339699016355,0.16149339699016352,0.16149339699016205
rxn05467_c4,-2.193374849927314,,
rxn05457_c3,-0.05719457268370978,-0.05719457268370978,-0.057194572683709255
rxn08428_c4,10.714150659116543,16.946808062021425,20.94466332571868
rxn00199_c3,0.3889562046141845,0.38895620461418434,0.3889562046141813
