,id,WD-ABX_1.5,WD-ABX_4.0,WD-ABX_6.0,WD-ABX_12.5
41,rxn02316_c1,0.0,0.0,0.0,0.0
42,rxn10344_c1,0.0,0.0,0.0,0.0
43,rxn02320_c1,-0.2743100052371646,-0.41622927285785594,-0.25465230738797806,-0.05992846674693656
44,rxn05167_c1,0.0,0.0,0.0,0.0
45,rxn02504_c1,0.0,0.0,0.0,0.0
46,rxn04082_c1,0.0,0.02948543150457883,0.21808959633775082,0.0
47,rxn03173_c1,0.0,0.0,0.0,0.0
48,rxn03039_c1,0.0,0.0,0.0,0.0
49,rxn10262_c1,0.0,0.0,0.0,0.0
50,rxn00544_c1,0.0,0.0,0.0,0.0
51,rxn10225_c1,0.0,0.0,0.0,0.0
52,rxn00898_c1,0.0,0.0,0.0,0.0
53,rxn05444_c1,0.0,0.0,0.0,0.0
54,rxn05334_c1,0.24623146460173967,0.3409275011405016,0.28506699309077826,0.0
55,rxn05040_c1,0.0,0.0,0.0,0.0
56,rxn00890_c1,0.0,0.0,0.0,0.0
57,rxn03030_c1,0.09430583353075589,0.07113034603805357,0.20213359564151895,0.002229401673926401
58,rxn01636_c1,0.0,0.0,0.0,0.0
59,rxn05235_c1,0.0,0.0,0.0,0.0
60,rxn08556_c1,0.0,0.0,0.0,0.0
61,rxn00816_c1,-0.0230210188398777,-0.08527631393605015,-0.03819585493286021,0.0
62,rxn01021_c1,0.0,0.0,0.0,0.0
63,rxn00165_c1,0.0,0.0,0.0,0.0
64,rxn00001_c1,8.436917579417825,8.712510708375559,6.388501133321091,1.8451547486861157
65,rxn08895_c1,0.0,0.0,0.0,0.0
66,rxn00710_c1,0.22308739946241396,0.2186914824088057,0.23330683345064074,0.0
67,rxn10317_c1,0.0,0.0,0.0,0.0
68,rxn01114_c1,0.0,0.0,0.0,0.0
69,rxn02305_c1,0.0,0.0,0.0,0.0
70,rxn08817_c1,0.0,0.0,0.0,0.0
71,rxn00910_c1,0.0,0.0,0.0,0.0
72,rxn11944_c1,0.0,0.0,0.0,0.0
73,rxn01129_c1,0.0,0.0,0.0,0.0
74,rxn08296_c1,0.0,0.0,0.0,0.0
75,rxn05647_c1,0.0,0.0,0.0,0.0
76,rxn01962_c1,0.0,0.0,0.0,0.0
77,rxn10254_c1,0.0,0.0,0.0,0.0
78,rxn05459_c1,0.6164916085215294,0.6055094396806093,0.6459761872768163,0.15202046608417705
79,rxn01682_c1,0.0,0.0,0.0,0.0
80,rxn05513_c1,0.0,0.0,0.0,0.0
81,rxn08796_c1,0.0,0.0,0.0,0.0
82,rxn08941_c1,0.0,0.0,0.0,0.0
83,rxn12846_c1,0.0,0.0,0.0,0.0
84,rxn00337_c1,0.09430583353075589,0.07113034603805357,0.20213359564151895,0.002229401673926401
85,rxn08308_c1,0.0,0.0,0.0,0.0
86,rxn00152_c1,0.0,0.0,0.0,0.0
87,rxn08823_c1,0.0,0.0,0.0,0.0
