,cpd35610,cpd01242,cpd01293,cpd00035,cpd01055,cpd00224,cpd00132,cpd00041,cpd00158,cpd00526,cpd00137,cpd00084,cpd01107,cpd02733,cpd01741,cpd01171,cpd00082,cpd00751,cpd00106,cpd00108,cpd00027,cpd00023,cpd00033,cpd01113,cpd00119,cpd00359,cpd00322,cpd00107,cpd01122,cpd02475,cpd00039,cpd00130,cpd03198,cpd00060,cpd03847,cpd00122,cpd00218,cpd03846,cpd00064,cpd00214,cpd00066,cpd07053,cpd00129,cpd00020,cpd00382,cpd00396,cpd00105,cpd00550,cpd00036,cpd00076,cpd00161,cpd00069,cpd04945,cpd00597,cpd00156,cpd00024,cpd00536,cpd00392,cpd00121,cpd00851,cpd00029,cpd00211,cpd00141
cpd03847,,0.3583411264106519,0.3018814785628555,0.41725125099426197,,0.3873104533720143,0.46710849578412517,0.4657502596137094,0.5361549898167591,,0.44609733191253803,0.3189790422657342,0.9261330362162651,,0.995006419090963,0.9100873798347257,0.5187364810873784,0.7806677323298362,0.40751937110816755,0.369666277671058,0.553175171225465,0.8055768989055009,0.4973079810470161,,0.239654436474169,,0.19845709780508267,,,,,0.47279236423880033,0.48504529258783513,0.1544074703495231,1.0,0.4753219408350735,,0.2732314794583901,0.5927716998089382,0.7454338650305558,,,0.6546645126581369,0.468559049958375,0.44835604497119896,0.5206407256117881,0.5362060130759707,0.406791297537687,0.36622929526806397,0.4594704801017278,0.8592851073965512,0.2838918074296644,,,0.20077711713032537,0.8260332412818758,,,,,0.41524782320083375,,-0.018316639016238985
cpd00122,,0.9689976169374935,0.19230526547293791,0.9807819917910722,,0.9821540017798809,0.9399448724759787,0.9516780159838755,0.9878090892281065,,0.9457541325089704,0.9706894343821039,0.5128468395019667,,0.49613816482729406,0.510398187452279,0.966433782513194,0.3246926417787049,0.9042367362154051,0.9448895368026663,0.967356896152131,0.5036381095141784,0.9311247392293776,,-0.11974588102819958,,-0.01403828749500973,,,,,0.9510943667717082,0.9748386630274031,0.004213019304383024,0.4753219408350735,1.0,,0.47663677068571847,0.2595173409489414,0.8260216519810811,,,0.3756577537881707,0.9826700108072183,0.9924861185589491,0.9384808068284165,0.983838565575396,0.9262846400835678,0.8966185578281527,0.8771417362747582,0.44390124925860464,-0.05242311657195117,,,-0.16971838343600096,0.5047659966498016,,,,,0.9072181452760436,,-0.03493179682267107
cpd00218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpd03846,,0.3005381564928836,-0.16364637170919988,0.4436086121822623,,0.4206415504297286,0.5451204593574386,0.5566216490247423,0.45610786533848086,,0.569985913251785,0.48122270538031925,0.5719692836684905,,0.3412651102732542,0.1877002378224054,0.5441363341031644,-0.2729203436821514,0.18087122527747912,0.5350931278927943,0.4907490293912881,0.3144110273507225,0.48197557972123345,,-0.02360107808321805,,-0.13998746885233335,,,,,0.5607365162747842,0.38986340918095963,-0.13070139514456233,0.2732314794583901,0.47663677068571847,,1.0,0.023817707249849898,0.23154020258023889,,,-0.005253715612206459,0.5150356174202271,0.482002097600163,0.4348482172404724,0.5380991076030978,0.28145208435276164,0.16352194109358348,0.11125785646912756,0.02449958575675504,-0.16318583043202356,,,0.2234106921568235,0.3252373635755831,,,,,0.3509248695725174,,0.17115433385915418
cpd00064,,0.22528709406773215,0.14944141804789515,0.21344986376806402,,0.18387386527460575,0.43188435345952486,0.3908001750285249,0.39444052730008355,,0.17260209898818887,0.10936469625215933,0.4616799549134256,,0.5582098213790034,0.6163327751712622,0.3873830808298674,0.6480117074373923,0.42747637226765667,0.15885728163193744,0.44901018683100224,0.7162177074409549,0.28729256273412124,,0.5017297963333518,,0.37560252515941045,,,,,0.3793451536407129,0.380872188357552,0.3229493004517205,0.5927716998089382,0.2595173409489414,,0.023817707249849898,1.0,0.38568167331439396,,,0.8994076489793053,0.28718695845452913,0.25306690458509046,0.2347953009118431,0.3167957160868653,0.11528832018943386,0.37427384555665694,0.3498000104785883,0.7111462127137783,0.47925211939106077,,,-0.048550861692987606,0.7131280248304306,,,,,0.19188876446004946,,-0.19305026738762263
cpd00214,,0.8062676064962506,0.3631174905088672,0.8481210757639284,,0.8204053722770231,0.7831429569844431,0.80391962852417,0.8484091409802942,,0.8472027122898019,0.7731398860362486,0.6940822729529224,,0.7536733501490464,0.6815490030870125,0.8081451291438422,0.6385731253763496,0.8401520413547245,0.8163199713203969,0.8263553484843047,0.5151797156571136,0.892745343059093,,-0.01956852827835008,,-0.0578061944267677,,,,,0.8141516231607413,0.8670222419143989,-0.0902070856542607,0.7454338650305558,0.8260216519810811,,0.23154020258023889,0.38568167331439396,1.0,,,0.4179034812814186,0.8402970265721375,0.8269350275049551,0.9188879461140135,0.844102237748406,0.8793423949404848,0.8434721405478596,0.8927387089528382,0.6342187682751472,0.03864634029690315,,,0.03885642258607105,0.5318787188502772,,,,,0.8969690631205233,,-0.16247877857280119
cpd00066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpd07053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpd00129,,0.33721553454133407,0.22337687414557983,0.288349517389205,,0.28414226827228084,0.44144717467902334,0.3957457300550911,0.47695707526028325,,0.19666272530575832,0.2131140361563642,0.4897573499755297,,0.6142863419014251,0.6890576365864974,0.4426665768266577,0.72390474177269,0.4604911256655715,0.15593306549645514,0.5160683716868765,0.8864930813818984,0.2662198764394101,,0.3706324111596127,,0.48807628769789063,,,,,0.38408209216043465,0.42612393048895636,0.47830399889325653,0.6546645126581369,0.3756577537881707,,-0.005253715612206459,0.8994076489793053,0.4179034812814186,,,1.0,0.3490343575116193,0.3276081304230386,0.25085097694956987,0.4020570081399974,0.2109899452152896,0.400898741239641,0.3602398205295907,0.7813423606501054,0.46160643553775044,,,-0.1323118173581159,0.8748922388908259,,,,,0.18301694354510428,,0.009551946965073974
cpd00020,,0.9536154442216462,0.17569806448190395,0.9905607671028156,,0.974539039010385,0.9752718778994633,0.9848759380913651,0.9777992999125876,,0.9738643057542888,0.9707623282740584,0.5428572342250039,,0.49616738551823536,0.45653067306942785,0.9825392462682497,0.27107118810731573,0.9228607737124952,0.9669328022260594,0.9770522637671546,0.48518972306527364,0.9656351803337136,,-0.052677260303395694,,-0.04575180828070171,,,,,0.9866771010857128,0.9769029989677975,-0.041852489123272746,0.468559049958375,0.9826700108072183,,0.5150356174202271,0.28718695845452913,0.8402970265721375,,,0.3490343575116193,1.0,0.9859502516518132,0.9488142378393577,0.9933772084241347,0.9330527432475471,0.9154746271397125,0.8729226467331026,0.39210404021588285,-0.04781252752790248,,,-0.04552736259109864,0.49031667909397236,,,,,0.9392714743233521,,-0.028532114862601734
cpd00382,,0.9713374519895344,0.16922647466512813,0.982735505404895,,0.9853355741152872,0.9495033690337789,0.9640628848945243,0.9850794639167435,,0.9541286045267529,0.9683666953704314,0.4943484856821559,,0.47081559073539236,0.4918694552319193,0.9730315275750936,0.296570466882882,0.9135321010055723,0.9652398447236322,0.9655267128604739,0.44414754258322503,0.9490561963565479,,-0.10123830935619291,,-0.04334913740259385,,,,,0.9622108989927898,0.9796667684800393,-0.030848485578711303,0.44835604497119896,0.9924861185589491,,0.482002097600163,0.25306690458509046,0.8269350275049551,,,0.3276081304230386,0.9859502516518132,1.0,0.9505487289767421,0.9807808622374526,0.9308405473621042,0.9054448091336615,0.8988007083955839,0.4164025115887204,-0.062466426151647665,,,-0.15820964909329416,0.4479835761806153,,,,,0.9275432800330355,,-0.066589039399152
cpd00396,,0.9150079848006242,0.25746555284589234,0.9611395376771071,,0.9475190889028045,0.890398036689121,0.9199142414680125,0.9358726207925937,,0.9720749435332439,0.9311684171198752,0.5541424745668563,,0.5483652344543725,0.5069864143558431,0.9029071744263445,0.37643525834618397,0.883170404045007,0.9705853897946597,0.8984978828127639,0.3618754462167568,0.9799013641124222,,-0.17643120651250582,,-0.199904718650117,,,,,0.926835030091858,0.9552616497437381,-0.20794134904086328,0.5206407256117881,0.9384808068284165,,0.4348482172404724,0.2347953009118431,0.9188879461140135,,,0.25085097694956987,0.9488142378393577,0.9505487289767421,1.0,0.9322273440424198,0.945075541392833,0.8999212239154134,0.9154920562013857,0.42687709208043023,-0.1444239238001209,,,-0.10360958191082092,0.3725581948636628,,,,,0.9790888422489961,,-0.18661913509195263
cpd00105,,0.9378466960226641,0.1872503147915226,0.9756675599921016,,0.959174858899283,0.9718119878880195,0.9778641210308395,0.9798978694819338,,0.9572758187799291,0.9509761259619259,0.6074046143411393,,0.562179912152448,0.5227710252126353,0.9884967581178646,0.31193504493889523,0.901940417129745,0.9436889566840091,0.9865414070130847,0.5620027820964578,0.9476505257653022,,-0.011111606406937235,,0.0058604399679378655,,,,,0.9789020056142894,0.9659383445974444,0.010519175578325664,0.5362060130759707,0.983838565575396,,0.5380991076030978,0.3167957160868653,0.844102237748406,,,0.4020570081399974,0.9933772084241347,0.9807808622374526,0.9322273440424198,1.0,0.9107011170653886,0.8849795788885257,0.8512469765726514,0.45409192023760986,-0.006682458603528146,,,-0.020605996789664616,0.5682404049106592,,,,,0.9078852372911704,,0.011267766941292084
cpd00550,,0.9579224806132909,0.24012847496900508,0.9607604097235318,,0.9653564705730955,0.8507177751229067,0.8730793559818895,0.9040506442435309,,0.9267222233708482,0.9517134837215958,0.4242030506677835,,0.4299133383987755,0.37116609508134407,0.8784686939545567,0.31650053130824585,0.9132017586052701,0.9199749498455692,0.8682826637596152,0.32196740345949015,0.9170305877785777,,-0.22212376260792407,,-0.15760701277171787,,,,,0.8791230374965384,0.9217811338819485,-0.14307650383178358,0.406791297537687,0.9262846400835678,,0.28145208435276164,0.11528832018943386,0.8793423949404848,,,0.2109899452152896,0.9330527432475471,0.9308405473621042,0.945075541392833,0.9107011170653886,1.0,0.9291210576615715,0.9083095888237228,0.30403804630576803,-0.17384304914243617,,,-0.06704439441356738,0.32733077845595143,,,,,0.9644407374772628,,-0.02497053685571839
cpd00036,,0.9482461708820888,0.2524273027330033,0.9347690541532493,,0.9224534856988928,0.8939352968933086,0.8995531969085677,0.912111995798475,,0.8702535444431325,0.8965318360102082,0.3306266832649014,,0.37009702989235255,0.37928361946312433,0.8799218362738281,0.3930059243509156,0.9927822869236367,0.8853470558806361,0.896614751593088,0.3743323419039166,0.9069285964634818,,-0.040579063193087135,,-0.023185075269518775,,,,,0.8997540926005544,0.9528874914839918,-0.02844371187659304,0.36622929526806397,0.8966185578281527,,0.16352194109358348,0.37427384555665694,0.8434721405478596,,,0.400898741239641,0.9154746271397125,0.9054448091336615,0.8999212239154134,0.8849795788885257,0.9291210576615715,1.0,0.9512337639949093,0.3881078982539745,0.0053394534656326445,,,-0.1587354381226221,0.3732109972074662,,,,,0.9364598281223617,,-0.1549375031698748
cpd00076,,0.9204973375252657,0.2761516982775222,0.8975331036131327,,0.8938085192062993,0.8307013542883505,0.8485060336516979,0.8971060865770916,,0.8392987731098517,0.8379521379785073,0.37425031162481964,,0.45477075756694957,0.5387025958764552,0.8438078333271535,0.5194759929424129,0.9487369467945813,0.8714017057517097,0.8598431709269229,0.33125794626959,0.9021323201627264,,-0.04818472086558472,,-0.022792154313639502,,,,,0.8467872461499684,0.938340452945518,-0.03988574196104161,0.4594704801017278,0.8771417362747582,,0.11125785646912756,0.3498000104785883,0.8927387089528382,,,0.3602398205295907,0.8729226467331026,0.8988007083955839,0.9154920562013857,0.8512469765726514,0.9083095888237228,0.9512337639949093,1.0,0.5239456193357503,0.04359591571112987,,,-0.22503626848485073,0.33738701732338344,,,,,0.9249285827384821,,-0.26767300688901363
cpd00161,,0.3598374561283294,0.29987995684870544,0.35773043925959347,,0.3346420250674611,0.41073055844044454,0.4012712065080406,0.5230940504113895,,0.3152273796623435,0.23807479118265373,0.6605721835321048,,0.818362194146292,0.9648808953095538,0.45202341865210793,0.8905966333733013,0.43870219047963516,0.2878698419235634,0.521943969108637,0.7585646710878546,0.4165714887976226,,0.29058443393467626,,0.3870495946650485,,,,,0.39718441470056587,0.4944177816080772,0.3400529335385926,0.8592851073965512,0.44390124925860464,,0.02449958575675504,0.7111462127137783,0.6342187682751472,,,0.7813423606501054,0.39210404021588285,0.4164025115887204,0.42687709208043023,0.45409192023760986,0.30403804630576803,0.3881078982539745,0.5239456193357503,1.0,0.48020864480276715,,,-0.15241979427642605,0.7672338710627858,,,,,0.31675157007131005,,-0.23718796432147785
cpd00069,,-0.08352200620593547,-0.11373703733873174,-0.0814278779294785,,-0.13713451798273074,0.04345394149989988,0.0023946681179977196,0.011656909813367328,,-0.14026719774591864,-0.18371022046371568,0.14567524411044605,,0.21188432608347707,0.34273291210080586,0.02662169463801044,0.2755613696336437,0.07387389620807368,-0.14995022691408172,0.0842454015114711,0.41180527283438356,-0.04376844437634379,,0.8107235045544431,,0.9024568106685168,,,,,-0.0013615557504795522,0.014288668533274661,0.8241364100684202,0.2838918074296644,-0.05242311657195117,,-0.16318583043202356,0.47925211939106077,0.03864634029690315,,,0.46160643553775044,-0.04781252752790248,-0.062466426151647665,-0.1444239238001209,-0.006682458603528146,-0.17384304914243617,0.0053394534656326445,0.04359591571112987,0.48020864480276715,1.0,,,0.11040234406559582,0.4101068864844579,,,,,-0.14732998395831307,,-0.03652045478438775
cpd04945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpd00597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpd00156,,-0.23033815817561518,-0.12086067814785131,-0.09424198900377048,,-0.18050729912694616,0.00224752519894365,-0.01883265559186594,-0.1796404581534363,,-0.01108528557316522,-0.14238299192100354,0.39758576073205865,,0.23522559227281112,-0.11238626749467431,-0.022268084101693706,-0.21481111020053226,-0.1245652247074312,-0.08285327617746678,-0.05438844192965368,0.1254771896994338,-0.02246964268631868,,0.4413196756514791,,0.055832082938709546,,,,,-0.005656625827175899,-0.18136656896819275,0.010216069132093828,0.20077711713032537,-0.16971838343600096,,0.2234106921568235,-0.048550861692987606,0.03885642258607105,,,-0.1323118173581159,-0.04552736259109864,-0.15820964909329416,-0.10360958191082092,-0.020605996789664616,-0.06704439441356738,-0.1587354381226221,-0.22503626848485073,-0.15241979427642605,0.11040234406559582,,,1.0,0.15482646779928935,,,,,-0.043757556480020963,,0.5268233347921571
cpd00024,,0.39079257903375564,0.17005907632723904,0.4136129850084817,,0.3904820680877005,0.5488951160063762,0.510869266496594,0.5655348242219085,,0.37651987887309213,0.3488513622847156,0.7851980468496805,,0.8137143983245305,0.7581353310837025,0.580022470425569,0.6071372399201176,0.44292129811790576,0.2947609704687935,0.6268692705380654,0.9986876007603571,0.3936980150444228,,0.37629254475750873,,0.45866025934712024,,,,,0.5080793433447807,0.4822139771892744,0.45121791339904527,0.8260332412818758,0.5047659966498016,,0.3252373635755831,0.7131280248304306,0.5318787188502772,,,0.8748922388908259,0.49031667909397236,0.4479835761806153,0.3725581948636628,0.5682404049106592,0.32733077845595143,0.3732109972074662,0.33738701732338344,0.7672338710627858,0.4101068864844579,,,0.15482646779928935,1.0,,,,,0.28017857645394995,,0.22801591562017948
cpd00536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpd00392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpd00121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpd00851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpd00029,,0.918934004907815,0.23960560504606332,0.9595821226074537,,0.9386297260685766,0.884303042983523,0.9106697309786427,0.9002407979355929,,0.9615647789515791,0.9297701249255568,0.4561655958494903,,0.4427857656523789,0.37826583929178914,0.8817543427332303,0.300976465840082,0.9149289821433202,0.9651627146878076,0.873477862345988,0.26977172738934757,0.9750004508661153,,-0.15052215941585348,,-0.2194147953735195,,,,,0.9187379486027808,0.9393819513827493,-0.23385624567996743,0.41524782320083375,0.9072181452760436,,0.3509248695725174,0.19188876446004946,0.8969690631205233,,,0.18301694354510428,0.9392714743233521,0.9275432800330355,0.9790888422489961,0.9078852372911704,0.9644407374772628,0.9364598281223617,0.9249285827384821,0.31675157007131005,-0.14732998395831307,,,-0.043757556480020963,0.28017857645394995,,,,,1.0,,-0.18220224675419863
cpd00211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpd00141,,-0.04801763812538583,-0.15333852546197116,-0.053571727000901355,,-0.03131855808917969,-0.024071893791572933,-0.05561980552856439,-0.07762904645500686,,-0.09731507803942319,-0.005706333798069139,0.10936936361930359,,-0.002049728460399658,-0.1890113401460419,0.020093422992416156,-0.2753976262796062,-0.11146501230749671,-0.14265623934670635,-0.012510475488254931,0.22874413500526908,-0.19307832176816656,,0.12292761986459726,,0.3054391575792506,,,,,-0.06305632266891009,-0.1489999588993875,0.3999307626118298,-0.018316639016238985,-0.03493179682267107,,0.17115433385915418,-0.19305026738762263,-0.16247877857280119,,,0.009551946965073974,-0.028532114862601734,-0.066589039399152,-0.18661913509195263,0.011267766941292084,-0.02497053685571839,-0.1549375031698748,-0.26767300688901363,-0.23718796432147785,-0.03652045478438775,,,0.5268233347921571,0.22801591562017948,,,,,-0.18220224675419863,,1.0
